-0.999965	-0.00598781	0.00583288	0.00596163	-0.999972	-0.00449574	0.00585963	-0.00446081	0.999973	-0.762236	0.0274248	0.570904	
-0.999965	-0.00593587	0.00583966	0.00590988	-0.999973	-0.00445719	0.00586596	-0.00442252	0.999973	-0.762234	0.0274265	0.571008	
-0.999967	-0.005811	0.00576212	0.0057859	-0.999974	-0.00436367	0.00578732	-0.00433018	0.999974	-0.762228	0.0274253	0.571103	
-0.999968	-0.00562997	0.00561888	0.00560625	-0.999975	-0.00422782	0.00564254	-0.00419618	0.999975	-0.762221	0.0274218	0.571189	
-0.999971	-0.0054066	0.00542536	0.0053846	-0.999977	-0.00406007	0.00544718	-0.00403074	0.999977	-0.762212	0.0274166	0.571268	
-0.999973	-0.00515227	0.00519424	0.00513221	-0.999979	-0.003869	0.00521407	-0.00384224	0.999979	-0.762202	0.0274099	0.571341	
-0.999976	-0.00487631	0.00493597	0.00485827	-0.999981	-0.00366164	0.00495374	-0.00363757	0.999981	-0.762191	0.0274023	0.571407	
-0.999979	-0.00458631	0.00465907	0.00457029	-0.999984	-0.00344372	0.00467479	-0.00342235	0.999983	-0.76218	0.027394	0.571468	
-0.999981	-0.00428846	0.00437083	0.0042744	-0.999986	-0.0032198	0.00438458	-0.00320106	0.999985	-0.762168	0.0273852	0.571525	
-0.999984	-0.00398788	0.00407941	0.00397569	-0.999988	-0.00299176	0.00409129	-0.00297549	0.999987	-0.762154	0.0273762	0.571581	
-0.999986	-0.00368816	0.00378634	0.00367773	-0.999989	-0.0027596	0.00379647	-0.00274564	0.999989	-0.762137	0.0273677	0.571638	
-0.999988	-0.00339204	0.00349161	0.00338324	-0.999991	-0.00252335	0.00350013	-0.0025115	0.999991	-0.762118	0.0273603	0.571696	
-0.99999	-0.00310162	0.00319521	0.00309433	-0.999993	-0.002283	0.00320227	-0.00227309	0.999992	-0.762098	0.0273545	0.571756	
-0.999992	-0.00281851	0.00289714	0.00281261	-0.999994	-0.00203856	0.00290287	-0.00203039	0.999994	-0.762079	0.0273508	0.571816	
-0.999993	-0.00254393	0.00259739	0.00253928	-0.999995	-0.00179002	0.00260193	-0.00178341	0.999995	-0.76206	0.0273494	0.571877	
-0.999995	-0.00212563	0.00231646	0.0021219	-0.999996	-0.00161202	0.00231988	-0.00160709	0.999996	-0.762056	0.0273383	0.571906	
-0.999997	-0.00166627	0.00204799	0.00166323	-0.999998	-0.00148184	0.00205045	-0.00147843	0.999997	-0.762062	0.0273213	0.571911	
-0.999998	-0.001271	0.00177778	0.0012686	-0.999998	-0.00134782	0.00177949	-0.00134556	0.999998	-0.76207	0.0273068	0.571917	
-0.999998	-0.000930343	0.00150588	0.000928522	-0.999999	-0.00120991	0.001507	-0.00120851	0.999998	-0.762081	0.027295	0.571924	
-0.999999	-0.000636267	0.00123228	0.000634951	-0.999999	-0.00106806	0.00123296	-0.00106728	0.999999	-0.762093	0.0272859	0.571933	
-0.999999	-0.000381932	0.000957018	0.000381049	-1	-0.000922252	0.000957369	-0.000921886	0.999999	-0.762107	0.0272797	0.571942	
-1	-0.000161525	0.000680093	0.000161	-1	-0.000772449	0.000680217	-0.000772339	0.999999	-0.762122	0.0272762	0.571952	
-1	2.98977e-05	0.000401517	-3.01461e-05	-1	-0.000618632	0.000401499	-0.000618644	1	-0.76214	0.0272755	0.571963	
-1	0.000196544	0.000121297	-0.0001966	-1	-0.000460781	0.000121207	-0.000460805	1	-0.76216	0.0272775	0.571976	
-1	0.000341998	-0.000160561	-0.00034195	-1	-0.000298883	-0.000160664	-0.000298828	1	-0.762181	0.0272822	0.571989	
-1	0.000489485	-0.000297141	-0.000489431	-1	-0.000182451	-0.00029723	-0.000182306	1	-0.762178	0.0272812	0.571988	
-1	0.000615215	-0.000433869	-0.000615188	-1	-6.24343e-05	-0.000433908	-6.21674e-05	1	-0.762176	0.0272826	0.571988	
-1	0.000715041	-0.000558331	-0.00071507	-1	5.15372e-05	-0.000558294	5.19365e-05	1	-0.762174	0.0272842	0.571987	
-0.999999	0.000784685	-0.00064918	-0.000784779	-1	0.000143808	-0.000649067	0.000144317	1	-0.762169	0.027283	0.571982	
-0.999999	0.000845502	-0.000734647	-0.000845675	-1	0.000234568	-0.000734448	0.000235189	1	-0.762164	0.0272829	0.571978	
-0.999999	0.00089895	-0.000814562	-0.000899213	-1	0.000323394	-0.000814271	0.000324126	1	-0.762159	0.0272836	0.571974	
-0.999999	0.000946109	-0.000889163	-0.000946474	-0.999999	0.000410296	-0.000888774	0.000411138	1	-0.762155	0.0272853	0.57197	
-0.999999	0.000987898	-0.00095869	-0.000988374	-0.999999	0.000495288	-0.000958201	0.000496235	0.999999	-0.762151	0.0272877	0.571966	
-0.999999	0.00102451	-0.00102207	-0.0010251	-0.999999	0.000576059	-0.00102148	0.000577106	0.999999	-0.762155	0.0272771	0.571963	
-0.999999	0.00105213	-0.00107047	-0.00105281	-0.999999	0.00063701	-0.00106979	0.000638136	0.999999	-0.762215	0.0271604	0.57196	
-0.999999	0.0010696	-0.0011035	-0.00107035	-0.999999	0.000678687	-0.00110277	0.000679867	0.999999	-0.762328	0.0269436	0.571959	
-0.999999	0.00107711	-0.00112287	-0.0010779	-0.999999	0.000704659	-0.00112211	0.000705868	0.999999	-0.762481	0.0266502	0.571957	
-0.999999	0.00107517	-0.00113023	-0.00107598	-0.999999	0.000717919	-0.00112946	0.000719134	0.999999	-0.762664	0.0262996	0.571957	
-0.999999	0.0010645	-0.00112716	-0.00106531	-0.999999	0.000720968	-0.00112639	0.000722167	0.999999	-0.762869	0.0259076	0.571957	
-0.999999	0.00104593	-0.00111512	-0.00104673	-0.999999	0.000715887	-0.00111437	0.000717053	0.999999	-0.763088	0.0254874	0.571957	
-0.999999	0.00102039	-0.00109547	-0.00102116	-0.999999	0.000704409	-0.00109475	0.000705527	0.999999	-0.763316	0.0250496	0.571958	
-0.999999	0.000988788	-0.00106945	-0.000989525	-0.999999	0.00068797	-0.00106876	0.000689028	0.999999	-0.763548	0.0246026	0.571959	
-0.999999	0.00095204	-0.00103817	-0.000952733	-0.999999	0.000667757	-0.00103753	0.000668745	0.999999	-0.763782	0.0241533	0.57196	
-0.999999	0.000911023	-0.00100265	-0.00091167	-0.999999	0.000644748	-0.00100206	0.000645661	0.999999	-0.764013	0.0237073	0.571962	
-0.999999	0.00086657	-0.000963789	-0.000867167	-0.999999	0.000619747	-0.000963251	0.000620582	0.999999	-0.76424	0.0232689	0.571963	
-0.999999	0.000819452	-0.000922381	-0.000819999	-0.999999	0.00059341	-0.000921894	0.000594166	0.999999	-0.764461	0.0228413	0.571965	
-0.999999	0.000770377	-0.000879131	-0.000770875	-1	0.000566272	-0.000878694	0.000566949	0.999999	-0.764675	0.022427	0.571966	
-0.999999	0.000719989	-0.000834656	-0.000720438	-1	0.000538765	-0.000834268	0.000539366	1	-0.764881	0.0220281	0.571968	
-0.999999	0.000668862	-0.000789492	-0.000669265	-1	0.000511235	-0.000789149	0.000511763	1	-0.765079	0.0216458	0.57197	
-1	0.000617506	-0.0007441	-0.000617866	-1	0.000483959	-0.000743801	0.000484418	1	-0.765267	0.0212809	0.571971	
-1	0.000566369	-0.000698877	-0.000566688	-1	0.000457151	-0.000698618	0.000457547	1	-0.765446	0.020934	0.571973	
-1	0.000515771	-0.000654102	-0.000516053	-1	0.000430953	-0.000653879	0.000431291	1	-0.765615	0.0206054	0.571975	
-1	0.00046618	-0.000610146	-0.000466428	-1	0.000405524	-0.000609957	0.000405808	1	-0.765775	0.0202951	0.571976	
-1	0.000419352	-0.000568365	-0.000419569	-1	0.000381456	-0.000568205	0.000381695	1	-0.765926	0.0200029	0.571978	
-1	0.000385307	-0.000536435	-0.000385502	-1	0.000362468	-0.000536295	0.000362675	1	-0.766069	0.0197291	0.571981	
-1	0.00036355	-0.000514262	-0.000363729	-1	0.000349224	-0.000514135	0.000349411	1	-0.766205	0.0194736	0.571984	
-1	0.000351686	-0.000500285	-0.000351856	-1	0.000341637	-0.000500165	0.000341813	1	-0.766333	0.0192356	0.571993	
-1	0.000347786	-0.000493384	-0.000347954	-1	0.000340067	-0.000493266	0.000340239	1	-0.766453	0.0190148	0.572233	
-1	0.000350109	-0.000492165	-0.000350279	-1	0.00034363	-0.000492045	0.000343802	1	-0.766566	0.0188104	0.572774	
-1	0.000357153	-0.000495264	-0.000357327	-1	0.00035105	-0.000495139	0.000351227	1	-0.766671	0.0186214	0.573547	
-1	0.000367684	-0.000501561	-0.000367866	-1	0.000361285	-0.000501429	0.000361469	1	-0.766769	0.018447	0.574495	
-1	0.000380695	-0.000510143	-0.000380885	-1	0.000373481	-0.00051	0.000373675	1	-0.76686	0.0182863	0.575569	
-1	0.000395364	-0.000520264	-0.000395565	-1	0.000386948	-0.000520111	0.000387154	1	-0.766945	0.0181387	0.576732	
-1	0.00041103	-0.000531324	-0.000411243	-1	0.000401129	-0.000531159	0.000401348	1	-0.767023	0.0180032	0.577952	
-1	0.00042716	-0.000542841	-0.000427386	-1	0.000415578	-0.000542664	0.00041581	1	-0.767096	0.0178792	0.579204	
-1	0.000443332	-0.000554432	-0.00044357	-1	0.000429941	-0.000554242	0.000430187	1	-0.767162	0.017766	0.580467	
-1	0.000459213	-0.000565796	-0.000459464	-1	0.000443943	-0.000565592	0.000444203	1	-0.767224	0.0176628	0.581725	
-1	0.000474545	-0.0005767	-0.000474809	-1	0.000457371	-0.000576483	0.000457645	1	-0.76728	0.0175691	0.582965	
-1	0.000410737	-0.000587745	-0.000411026	-1	0.000491821	-0.000587543	0.000492062	1	-0.767329	0.0174899	0.584178	
-1	-0.000268628	-0.000611894	0.000268159	-1	0.000766585	-0.000612099	0.00076642	1	-0.767355	0.0174822	0.585371	
-1	-0.000668338	-0.000641162	0.00066767	-0.999999	0.00104187	-0.000641858	0.00104144	0.999999	-0.767377	0.0174829	0.586523	
-0.999999	-0.000889553	-0.000668938	0.000888698	-0.999999	0.00127714	-0.000670073	0.00127655	0.999999	-0.767399	0.0174808	0.587627	
-0.999999	-0.000970251	-0.000694987	0.000969224	-0.999998	0.00147725	-0.000696419	0.00147658	0.999999	-0.76742	0.0174766	0.58868	
-0.999999	-0.000941895	-0.000719128	0.00094071	-0.999998	0.00164638	-0.000720677	0.0016457	0.999998	-0.767441	0.0174708	0.589682	
-0.999999	-0.000833197	-0.000741752	0.000831865	-0.999998	0.00179358	-0.000743245	0.00179296	0.999998	-0.767459	0.0174655	0.590631	
-0.999999	-0.000705978	-0.000762895	0.000704503	-0.999998	0.00193195	-0.000764258	0.00193141	0.999998	-0.767475	0.0174636	0.591528	
-1	-0.000579719	-0.000781106	0.000578116	-0.999998	0.00205188	-0.000782294	0.00205143	0.999998	-0.76749	0.0174622	0.592373	
-1	-0.000455979	-0.000796524	0.000454262	-0.999998	0.00215457	-0.000797504	0.0021542	0.999997	-0.767502	0.0174613	0.593168	
-1	-0.000335966	-0.00080929	0.000334151	-0.999997	0.00224113	-0.000810041	0.00224086	0.999997	-0.767513	0.0174607	0.593912	
-1	-0.000220595	-0.00081955	0.000218699	-0.999997	0.00231266	-0.000820058	0.00231248	0.999997	-0.767523	0.0174605	0.594608	
-1	-0.000110544	-0.000827445	0.000108582	-0.999997	0.00237018	-0.000827705	0.00237009	0.999997	-0.767532	0.0174604	0.595258	
-1	-6.29067e-06	-0.000833119	4.27896e-06	-0.999997	0.00241465	-0.000833132	0.00241465	0.999997	-0.767539	0.0174606	0.595862	
-1	6.91776e-05	-0.000836485	-7.12266e-05	-0.999997	0.00244975	-0.000836313	0.00244981	0.999997	-0.767544	0.0174617	0.596424	
