-0.10982	0.838234	1.76041	1.53589	1.35844	1.4326	-1.65998	-1.05105	0.981982	1.34456	1.63004	1.6274	1.72837	-1.41197	0.638302	
-0.138751	0.738319	1.75622	1.51303	1.32666	1.40216	-1.70655	-1.01968	0.933549	1.35763	1.64524	1.6032	1.74646	-1.36716	0.625397	
-0.167379	0.639453	1.75207	1.4904	1.29522	1.37204	-1.75264	-0.988635	0.885625	1.37057	1.66029	1.57925	1.76436	-1.32282	0.612628	
-0.195694	0.541666	1.74796	1.46803	1.26412	1.34225	-1.79822	-0.95793	0.838224	1.38337	1.67517	1.55557	1.78207	-1.27896	0.599999	
-0.223688	0.444989	1.74391	1.4459	1.23338	1.3128	-1.84329	-0.927574	0.79136	1.39602	1.68988	1.53215	1.79957	-1.2356	0.587513	
-0.234062	0.409162	1.7424	1.4377	1.22199	1.30189	-1.85999	-0.916324	0.773994	1.40071	1.69533	1.52347	1.80606	-1.21953	0.582885	
-0.22583	0.384965	1.73929	1.44703	1.23424	1.3128	-1.85095	-0.887417	0.743841	1.39863	1.692	1.53797	1.80101	-1.22375	0.619499	
-0.217866	0.361552	1.73627	1.45606	1.2461	1.32335	-1.8422	-0.859449	0.714667	1.39663	1.68877	1.55199	1.79612	-1.22782	0.654924	
-0.210163	0.338909	1.73336	1.46479	1.25756	1.33356	-1.83373	-0.832399	0.686451	1.39468	1.68564	1.56556	1.7914	-1.23176	0.689186	
-0.202715	0.317018	1.73054	1.47323	1.26865	1.34343	-1.82555	-0.806247	0.659172	1.39281	1.68262	1.57867	1.78683	-1.23557	0.72231	
-0.195518	0.29586	1.72781	1.48139	1.27936	1.35296	-1.81764	-0.780973	0.632808	1.39099	1.67971	1.59135	1.78241	-1.23926	0.754323	
-0.188564	0.275419	1.72518	1.48927	1.28971	1.36218	-1.81	-0.756554	0.607337	1.38924	1.67689	1.60359	1.77815	-1.24281	0.785252	
-0.181848	0.255677	1.72264	1.49688	1.29971	1.37108	-1.80262	-0.732969	0.582735	1.38755	1.67416	1.61542	1.77403	-1.24625	0.815125	
-0.175363	0.236615	1.72018	1.50423	1.30936	1.37967	-1.79549	-0.710197	0.558982	1.38591	1.67153	1.62684	1.77005	-1.24957	0.843968	
-0.169103	0.218214	1.71781	1.51132	1.31868	1.38796	-1.78861	-0.688216	0.536053	1.38433	1.66899	1.63786	1.76621	-1.25277	0.87181	
-0.163062	0.200458	1.71552	1.51817	1.32767	1.39597	-1.78197	-0.667003	0.513927	1.38281	1.66655	1.6485	1.7625	-1.25586	0.898678	
-0.157235	0.183326	1.71332	1.52477	1.33635	1.40369	-1.77557	-0.646538	0.492579	1.38134	1.66418	1.65876	1.75893	-1.25884	0.924599	
-0.151613	0.166803	1.71119	1.53114	1.34472	1.41114	-1.76939	-0.626799	0.471989	1.37992	1.6619	1.66866	1.75548	-1.26172	0.949602	
-0.146192	0.150868	1.70914	1.53729	1.35279	1.41832	-1.76344	-0.607763	0.452132	1.37856	1.6597	1.6782	1.75215	-1.26449	0.973712	
-0.140966	0.135504	1.70716	1.54321	1.36057	1.42525	-1.75769	-0.58941	0.432988	1.37724	1.65759	1.68741	1.74895	-1.26717	0.996959	
-0.135928	0.120695	1.70525	1.54892	1.36807	1.43192	-1.75216	-0.571718	0.414534	1.37597	1.65554	1.69628	1.74586	-1.26975	1.01937	
-0.131072	0.106422	1.70341	1.55442	1.37529	1.43836	-1.74682	-0.554667	0.396748	1.37475	1.65357	1.70483	1.74288	-1.27223	1.04096	
-0.126393	0.0926676	1.70164	1.55973	1.38226	1.44456	-1.74168	-0.538236	0.379609	1.37357	1.65168	1.71307	1.74001	-1.27463	1.06178	
-0.121885	0.0794161	1.69994	1.56483	1.38897	1.45053	-1.73672	-0.522406	0.363096	1.37243	1.64985	1.72101	1.73724	-1.27693	1.08183	
-0.117542	0.0666505	1.69829	1.56976	1.39543	1.45628	-1.73195	-0.507156	0.347189	1.37134	1.64809	1.72865	1.73458	-1.27915	1.10114	
-0.113359	0.0543548	1.69671	1.5745	1.40166	1.46183	-1.72736	-0.492467	0.331867	1.37028	1.64639	1.73602	1.73201	-1.28129	1.11975	
-0.109331	0.0425131	1.69518	1.57906	1.40766	1.46716	-1.72293	-0.478321	0.317111	1.36927	1.64476	1.74311	1.72954	-1.28336	1.13766	
-0.105452	0.0311101	1.69372	1.58346	1.41343	1.4723	-1.71867	-0.464699	0.302902	1.36829	1.64319	1.74994	1.72716	-1.28534	1.15492	
-0.101717	0.0201307	1.6923	1.58769	1.41899	1.47725	-1.71456	-0.451583	0.289221	1.36735	1.64167	1.75652	1.72487	-1.28725	1.17153	
-0.0981207	0.00956021	1.69094	1.59177	1.42434	1.48202	-1.71061	-0.438955	0.276049	1.36644	1.64021	1.76285	1.72266	-1.28909	1.18753	
-0.0946589	-0.000615533	1.68963	1.59569	1.4295	1.48661	-1.70681	-0.426799	0.263369	1.36557	1.63881	1.76895	1.72054	-1.29086	1.20292	
-0.0913268	-0.0104104	1.68837	1.59947	1.43446	1.49102	-1.70314	-0.415098	0.251163	1.36473	1.63746	1.77482	1.71849	-1.29257	1.21774	
-0.0881196	-0.0198379	1.68715	1.6031	1.43923	1.49527	-1.69962	-0.403836	0.239416	1.36392	1.63616	1.78046	1.71653	-1.29421	1.23201	
