0.517739	-2.00957	-1.19636	0.944045	-1.67863	-1.43064	-1.71379	-0.886296	-2.53695	-1.74951	-0.707763	1.10535	2.07834	-1.20704	0.321716	
0.455583	-1.92045	-1.15218	0.997411	-1.67339	-1.33721	-1.6855	-0.955102	-2.49322	-1.74321	-0.691987	1.13805	2.0467	-1.19427	0.378882	
0.393426	-1.83133	-1.108	1.05078	-1.66815	-1.24377	-1.65722	-1.02391	-2.44948	-1.73692	-0.676212	1.17075	2.01506	-1.18149	0.436048	
0.331269	-1.74221	-1.06382	1.10414	-1.66291	-1.15034	-1.62894	-1.09271	-2.40575	-1.73063	-0.660436	1.20346	1.98342	-1.16872	0.493213	
0.269112	-1.6531	-1.01964	1.15751	-1.65766	-1.0569	-1.60066	-1.16152	-2.36201	-1.72434	-0.644661	1.23616	1.95179	-1.15594	0.550379	
0.206955	-1.56398	-0.975458	1.21087	-1.65242	-0.963468	-1.57237	-1.23033	-2.31828	-1.71804	-0.628885	1.26886	1.92015	-1.14317	0.607545	
0.144798	-1.47486	-0.931278	1.26424	-1.64718	-0.870033	-1.54409	-1.29913	-2.27454	-1.71175	-0.61311	1.30156	1.88851	-1.1304	0.66471	
0.0826416	-1.38575	-0.887099	1.31761	-1.64194	-0.776598	-1.51581	-1.36794	-2.23081	-1.70546	-0.597334	1.33427	1.85687	-1.11762	0.721876	
0.0204848	-1.29663	-0.842919	1.37097	-1.6367	-0.683163	-1.48752	-1.43675	-2.18707	-1.69917	-0.581559	1.36697	1.82523	-1.10485	0.779042	
-0.041672	-1.20751	-0.798739	1.42434	-1.63146	-0.589728	-1.45924	-1.50555	-2.14334	-1.69287	-0.565783	1.39967	1.79359	-1.09207	0.836207	
-0.103829	-1.11839	-0.75456	1.4777	-1.62622	-0.496293	-1.43096	-1.57436	-2.0996	-1.68658	-0.550008	1.43237	1.76196	-1.0793	0.893373	
-0.165986	-1.02928	-0.71038	1.53107	-1.62098	-0.402858	-1.40267	-1.64316	-2.05587	-1.68029	-0.534232	1.46507	1.73032	-1.06652	0.950539	
-0.228142	-0.940159	-0.6662	1.58443	-1.61574	-0.309423	-1.37439	-1.71197	-2.01213	-1.674	-0.518457	1.49778	1.69868	-1.05375	1.0077	
-0.290299	-0.851042	-0.622021	1.6378	-1.6105	-0.215988	-1.34611	-1.78078	-1.9684	-1.6677	-0.502682	1.53048	1.66704	-1.04097	1.06487	
-0.352456	-0.761925	-0.577841	1.69116	-1.60525	-0.122553	-1.31782	-1.84958	-1.92466	-1.66141	-0.486906	1.56318	1.6354	-1.0282	1.12204	
-0.414613	-0.672807	-0.533661	1.74453	-1.60001	-0.0291181	-1.28954	-1.91839	-1.88093	-1.65512	-0.471131	1.59588	1.60376	-1.01542	1.1792	
-0.47677	-0.58369	-0.489482	1.7979	-1.59477	0.0643169	-1.26126	-1.9872	-1.83719	-1.64883	-0.455355	1.62859	1.57213	-1.00265	1.23637	
-0.424269	-0.505295	-0.404972	1.71965	-1.60186	0.131684	-1.2379	-1.98135	-1.85932	-1.65918	-0.512995	1.57264	1.58248	-1.04548	1.22458	
-0.371769	-0.4269	-0.320462	1.6414	-1.60896	0.199051	-1.21455	-1.97551	-1.88145	-1.66953	-0.570636	1.5167	1.59283	-1.08832	1.2128	
-0.319268	-0.348505	-0.235952	1.56315	-1.61605	0.266419	-1.1912	-1.96967	-1.90357	-1.67988	-0.628276	1.46076	1.60318	-1.13115	1.20102	
-0.266768	-0.27011	-0.151442	1.4849	-1.62314	0.333786	-1.16784	-1.96383	-1.9257	-1.69023	-0.685916	1.40482	1.61353	-1.17398	1.18923	
-0.214267	-0.191715	-0.0669317	1.40665	-1.63023	0.401153	-1.14449	-1.95799	-1.94783	-1.70058	-0.743557	1.34888	1.62388	-1.21682	1.17745	
-0.161767	-0.11332	0.0175783	1.3284	-1.63732	0.46852	-1.12113	-1.95215	-1.96995	-1.71093	-0.801197	1.29293	1.63423	-1.25965	1.16566	
-0.109266	-0.0349253	0.102088	1.25015	-1.64441	0.535888	-1.09778	-1.94631	-1.99208	-1.72128	-0.858837	1.23699	1.64458	-1.30248	1.15388	
-0.0567656	0.0434696	0.186598	1.1719	-1.6515	0.603255	-1.07442	-1.94047	-2.0142	-1.73163	-0.916478	1.18105	1.65493	-1.34531	1.1421	
-0.00426505	0.121865	0.271108	1.09365	-1.6586	0.670622	-1.05107	-1.93463	-2.03633	-1.74198	-0.974118	1.12511	1.66529	-1.38815	1.13031	
0.0482355	0.20026	0.355618	1.0154	-1.66569	0.737989	-1.02771	-1.92879	-2.05846	-1.75233	-1.03176	1.06916	1.67564	-1.43098	1.11853	
0.0409177	0.199902	0.393401	0.993172	-1.6784	0.737537	-0.981602	-1.80219	-2.07693	-1.72671	-1.08851	0.974135	1.6501	-1.4447	1.16434	
0.0335999	0.199544	0.431185	0.970943	-1.69112	0.737084	-0.935489	-1.67559	-2.09541	-1.7011	-1.14526	0.879107	1.62456	-1.45842	1.21015	
0.0262821	0.199186	0.468968	0.948714	-1.70384	0.736631	-0.889376	-1.54898	-2.11388	-1.67548	-1.20201	0.784078	1.59902	-1.47214	1.25597	
0.0189643	0.198828	0.506751	0.926485	-1.71656	0.736179	-0.843264	-1.42238	-2.13236	-1.64986	-1.25876	0.689049	1.57348	-1.48586	1.30178	
0.0116465	0.19847	0.544534	0.904256	-1.72927	0.735726	-0.797151	-1.29577	-2.15083	-1.62425	-1.31551	0.59402	1.54794	-1.49958	1.34759	
0.00432869	0.198112	0.582317	0.882027	-1.74199	0.735273	-0.751039	-1.16917	-2.16931	-1.59863	-1.37226	0.498991	1.5224	-1.5133	1.3934	
-0.00298911	0.197754	0.6201	0.859799	-1.75471	0.734821	-0.704926	-1.04257	-2.18778	-1.57301	-1.42901	0.403963	1.49686	-1.52702	1.43922	
-0.0103069	0.197396	0.657883	0.83757	-1.76742	0.734368	-0.658814	-0.915964	-2.20626	-1.5474	-1.48576	0.308934	1.47132	-1.54074	1.48503	
-0.0176247	0.197038	0.695666	0.815341	-1.78014	0.733915	-0.612701	-0.789361	-2.22473	-1.52178	-1.54251	0.213905	1.44578	-1.55446	1.53084	
-0.0249425	0.19668	0.73345	0.793112	-1.79286	0.733462	-0.566588	-0.662757	-2.24321	-1.49616	-1.59926	0.118876	1.42024	-1.56818	1.57665	
-0.0322603	0.196322	0.771233	0.770883	-1.80558	0.73301	-0.520476	-0.536154	-2.26168	-1.47055	-1.65601	0.0238473	1.3947	-1.5819	1.62247	
-0.0395781	0.195964	0.809016	0.748654	-1.81829	0.732557	-0.474363	-0.40955	-2.28015	-1.44493	-1.71276	-0.0711815	1.36916	-1.59562	1.66828	
-0.0468959	0.195606	0.846799	0.726425	-1.83101	0.732104	-0.428251	-0.282946	-2.29863	-1.41931	-1.76951	-0.16621	1.34362	-1.60934	1.71409	
-0.0542137	0.195248	0.884582	0.704196	-1.84373	0.731652	-0.382138	-0.156343	-2.3171	-1.3937	-1.82626	-0.261239	1.31808	-1.62306	1.7599	
-0.0615315	0.19489	0.922365	0.681967	-1.85644	0.731199	-0.336025	-0.0297393	-2.33558	-1.36808	-1.88302	-0.356268	1.29254	-1.63678	1.80572	
-0.0688493	0.194533	0.960148	0.659738	-1.86916	0.730746	-0.289913	0.0968642	-2.35405	-1.34246	-1.93977	-0.451297	1.267	-1.6505	1.85153	
-0.0761671	0.194175	0.997932	0.637509	-1.88188	0.730294	-0.2438	0.223468	-2.37253	-1.31685	-1.99652	-0.546326	1.24146	-1.66422	1.89734	
-0.0834849	0.193817	1.03571	0.61528	-1.8946	0.729841	-0.197688	0.350071	-2.391	-1.29123	-2.05327	-0.641354	1.21592	-1.67794	1.94315	
-0.0908027	0.193459	1.0735	0.593051	-1.90731	0.729388	-0.151575	0.476675	-2.40948	-1.26561	-2.11002	-0.736383	1.19038	-1.69166	1.98897	
-0.0981205	0.193101	1.11128	0.570822	-1.92003	0.728936	-0.105462	0.603278	-2.42795	-1.24	-2.16677	-0.831412	1.16484	-1.70538	2.03478	
-0.131484	0.19074	1.12241	0.530024	-1.89431	0.829986	-0.0590968	0.492862	-2.45889	-1.21036	-2.21074	-0.848179	1.12547	-1.68025	2.0588	
-0.164849	0.188378	1.13355	0.489227	-1.8686	0.931036	-0.0127312	0.382446	-2.48983	-1.18072	-2.25471	-0.864946	1.0861	-1.65513	2.08283	
-0.198213	0.186017	1.14468	0.448429	-1.84288	1.03209	0.0336344	0.27203	-2.52077	-1.15109	-2.29868	-0.881714	1.04673	-1.63	2.10686	
-0.231577	0.183656	1.15581	0.407631	-1.81717	1.13314	0.08	0.161614	-2.55171	-1.12145	-2.34265	-0.898481	1.00736	-1.60488	2.13088	
-0.264941	0.181295	1.16695	0.366833	-1.79145	1.23419	0.126366	0.0511983	-2.58265	-1.09181	-2.38662	-0.915248	0.967986	-1.57976	2.15491	
