-0.54942	8.18651e-05	-0.299821	-2.54563	2.01753	4.70768	
-0.565115	-0.00647773	-0.332949	-2.54595	3.59418	6.57543	
-0.689275	-0.00315875	-0.345965	-2.2909	3.87875	7.71795	
-0.747765	-0.0025284	-0.289155	-1.87139	4.49326	8.22224	
-0.766829	-0.00813048	-0.22191	-1.16463	5.07129	8.3225	
8.96057	-0.101233	8.65703	74.7683	-13.6471	-75.0389	
1.91742	-3.00633	3.05614	40.7393	-7.17785	-45.0496	
0.293364	0.0162976	0.463042	6.12774	3.06965	-2.91901	
0.327922	0.0161025	0.441129	5.95728	3.18042	-3.29839	
0.358224	0.0163605	0.418761	5.74728	3.24978	-3.69636	
0.387031	0.016611	0.393912	5.50479	3.31846	-4.08066	
0.414185	0.0168241	0.366589	5.23155	3.38729	-4.45074	
0.439446	0.0169994	0.336902	4.92833	3.45603	-4.80377	
0.46258	0.0171365	0.304987	4.59613	3.52445	-5.13695	
0.483367	0.0172353	0.271006	4.23631	3.59234	-5.44753	
0.501597	0.0172958	0.235146	3.8505	3.65947	-5.73286	
0.51708	0.0173185	0.19762	3.44061	3.72561	-5.99041	
0.529642	0.0173041	0.158661	3.00886	3.79055	-6.21781	
0.539136	0.0172536	0.118523	2.55773	3.85408	-6.41288	
0.545437	0.0171683	0.0774779	2.08994	3.916	-6.57368	
0.548447	0.0170496	0.0358141	1.60844	3.97611	-6.69852	
0.548099	0.0168992	-0.0061692	1.11636	4.03423	-6.78602	
0.544355	0.0167187	-0.0481632	0.617023	4.0902	-6.83509	
0.537212	0.01651	-0.0898536	0.11386	4.14385	-6.84498	
0.526696	0.0162751	-0.130925	-0.389602	4.19504	-6.8153	
0.51287	0.0160157	-0.171062	-0.889784	4.24366	-6.74602	
0.495828	0.0157338	-0.209959	-1.3831	4.28958	-6.63747	
-13.0182	0.128819	17.3563	148.206	129.277	108.708	
-3.25733	3.88042	5.76644	65.2495	88.6804	55.4376	
0.241276	0.185195	-0.259429	-3.25803	20.7323	-4.74922	
0.384445	0.179929	-0.17173	-2.67616	20.9867	-5.74325	
0.5239	0.17917	-0.153981	-2.28401	21.1485	-7.25606	
0.657898	0.177006	-0.125831	-1.7891	21.1478	-8.67861	
0.784281	0.173679	-0.0898121	-1.2182	21.0512	-10.0146	
0.902038	0.169302	-0.0467722	-0.583059	20.868	-11.2488	
1.01009	0.163998	0.00219455	0.104011	20.6085	-12.3712	
1.10766	0.157895	0.0559781	0.830816	20.2834	-13.3747	
1.1942	0.15112	0.113487	1.58564	19.9034	-14.255	
1.26944	0.143799	0.173677	2.35753	19.4788	-15.0103	
1.33334	0.136053	0.235569	3.13643	19.0192	-15.6411	
1.38604	0.127996	0.298268	3.91339	18.5334	-16.15	
10.6093	0.150239	-3.92095	-31.8859	-21.2898	-95.0162	
3.50277	1.1499	-1.59794	-19.0689	-13.985	-58.1325	
1.45955	0.0315817	-0.469387	-4.04945	4.31767	-15.7224	
1.45275	0.0228617	-0.447828	-3.85118	3.83037	-15.6038	
1.44681	0.014264	-0.433708	-3.71352	3.29957	-15.4378	
1.43663	0.00515227	-0.422025	-3.61387	2.81974	-15.2273	
1.42288	-0.00440361	-0.412577	-3.55138	2.40084	-14.9833	
1.40585	-0.0143685	-0.404981	-3.52164	2.04907	-14.7109	
1.38582	-0.0247	-0.398749	-3.51896	1.76951	-14.4147	
1.36301	-0.0353483	-0.393309	-3.53655	1.5661	-14.0987	
1.33759	-0.046256	-0.388024	-3.56662	1.44141	-13.7664	
1.30966	-0.0573581	-0.382211	-3.60071	1.3966	-13.4204	
1.27923	-0.0685827	-0.375167	-3.62985	1.43122	-13.0623	
1.24627	-0.0798517	-0.366193	-3.64495	1.54319	-12.6928	
1.21064	-0.0910806	-0.354629	-3.63709	1.72878	-12.3115	
1.17213	-0.10218	-0.339877	-3.59784	1.98256	-11.917	
1.13049	-0.113058	-0.321433	-3.51965	2.29754	-11.5068	
1.08539	-0.123617	-0.298915	-3.39616	2.66522	-11.0778	
0.198797	-0.130293	0.00215281	-0.873363	0.678977	-3.46725	
